affiliation_id,is_france,failed
60361384,False,
60024143,False,
60103240,True,
60071553,False,
60105374,False,
104961029,True,
60108477,False,
60024944,True,
60068950,True,
60105487,True,
60106265,True,
60024767,True,
60021361,False,
60106018,True,
60091645,False,
60012306,False,
60105765,True,
60000590,False,
60022368,True,
60105762,True,
122026061,True,
60269407,True,
60032987,False,
60210090,True,
60004764,False,
60020274,False,
122022955,True,
60278886,False,
60208834,True,
60104009,False,
106596500,True,
60159931,False,
60068548,True,
60004848,True,
60105990,True,
60106207,True,
60106844,True,
60117762,False,
60073799,False,
60357981,True,
60112044,True,
60020044,False,
119813566,True,
125609895,True,
60030840,False,
60108553,True,
60122788,True,
119091310,True,
60106194,True,
112508564,False,
60026245,False,
60126120,False,
118780867,True,
60084996,False,
60105594,True,
122875737,True,
60120298,True,
113650254,True,
60068760,False,
60068755,False,
60070449,False,
60070591,False,
60010432,False,
60023256,False,
60269386,True,
101095926,True,
60138540,True,
60019010,True,
60106112,True,
60283152,True,
60105771,True,
121623580,True,
60099961,False,
60002306,False,
60105169,False,
60011019,False,
124817394,True,
60014976,False,
113228381,True,
60062760,True,
60194528,False,
60069627,False,
60016682,False,
60068551,True,
129038367,True,
60111154,True,
112625181,True,
60071724,False,
60072564,False,
60030846,False,
120851662,True,
60023581,True,
100584975,True,
60277234,True,
60206631,True,
60109406,True,
60108808,False,
60277229,True,
107132603,True,
60018179,False,
60239307,False,
60008724,False,
60105574,True,
113324054,True,
60107066,True,
60277729,False,
60105629,True,
60105603,True,
60108283,True,
60016519,True,
117055522,True,
124834341,True,
118449040,True,
113133024,True,
60024771,True,
116682445,True,
120392032,False,
60210185,True,
60024243,True,
117866583,True,
101546620,True,
60111492,True,
116585864,True,
125774237,False,
128656672,True,
60004410,True,
60110763,True,
117938525,True,
113420269,True,
123957883,True,
60353112,True,
60108044,True,
60157979,True,
60027501,False,
118590095,False,
101474565,True,
60136277,True,
119704477,True,
100861681,True,
60002144,False,
115904987,True,
60011479,False,
60021519,False,
60010719,False,
60112438,True,
60068937,True,
60210341,True,
60105652,True,
106684407,True,
105231793,True,
60108145,True,
120661511,True,
114705373,True,
126476678,True,
60029570,False,
113889140,True,
60110235,True,
60029922,False,
60029507,False,
60068545,True,
60020601,True,
60010710,False,
60121699,False,
131258522,True,
60071992,False,
60112560,True,
60279610,True,
60107077,True,
60158506,False,
115178680,True,
124439159,False,
129168422,True,
60109403,True,
60281280,False,
60107082,True,
60009669,False,
60108653,True,
60007779,True,
60021606,False,
60264824,True,
60106222,True,
60084008,True,
60104627,False,
60012259,False,
60105436,False,
60265271,False,
60026306,False,
60107151,True,
60108150,True,
60009796,False,
114283876,True,
121236627,True,
60033473,False,
60105757,True,
60024360,False,
112899842,False,
60112766,True,
60014441,False,
60017134,False,
60030545,True,
60006680,False,
60015986,False,
60070309,False,
60101355,True,
60106235,True,
60110712,True,
60107085,True,
60022020,False,
60111237,True,
60122718,True,
60210100,True,
60002838,False,
60138542,True,
60006099,False,
60025252,False,
60055833,False,
60009999,False,
60027090,False,
60025757,False,
60108959,True,
116186178,True,
125688200,True,
119849594,True,
60282935,True,
112602648,True,
107987882,False,
60122689,True,
60073652,False,
60281381,False,
60116772,False,
60280903,True,
119221873,True,
60106872,True,
60108699,False,
128118320,True,
60023131,False,
60102593,True,
127992420,True,
100620535,False,
113182499,True,
112694332,True,
60107058,True,
60210142,True,
60126107,True,
60023146,False,
60108275,True,
60122706,True,
60105756,True,
60012035,False,
60123778,True,
60003174,True,
60083913,False,
60020859,True,
60120761,True,
124806731,True,
60068815,False,
117075264,False,
60014171,False,
60101854,False,
60072651,False,
60007654,False,
60032179,False,
60157985,True,
101459147,True,
60102026,False,
60112757,True,
60012718,False,
121452898,True,
60120838,True,
60211253,True,
114002523,True,
126069398,True,
60105570,True,
60147353,False,
60111956,True,
126069381,True,
60006028,False,
60017989,False,
60106237,True,
60111681,True,
60189144,True,
60138730,True,
112960239,True,
60122579,False,
60108518,True,
60106109,True,
60106335,True,
60014423,True,
60111263,True,
60011463,False,
60010987,False,
60158061,True,
121674255,True,
60105494,True,
60072608,False,
60210080,True,
60022135,False,
119922626,True,
